,Species,value,sample_location_info,sample_lat_DD,sample_long_DD,sample_month
131,Anopheles quadrimaculatus,41,Grassfarm Rd.,27.627967,-82.496833,8
132,Anopheles quadrimaculatus,12,Port,27.640483,-82.552667,8
133,Anopheles quadrimaculatus,1,Fulwood,27.475085,-82.551283,8
134,Anopheles quadrimaculatus,59,Buffalo Creek Ball Park,27.578355,-82.483695,8
135,Anopheles quadrimaculatus,6,Church,27.600978,-82.529357,8
136,Anopheles quadrimaculatus,18,French,27.603067,-82.535717,8
137,Anopheles quadrimaculatus,11,Parrish,27.57505,-82.419667,8
138,Anopheles quadrimaculatus,1,Fulwood,27.475085,-82.551283,8
139,Anopheles quadrimaculatus,5,Parrish,27.57505,-82.419667,8
140,Anopheles quadrimaculatus,3,Parrish/Britt Rd.,27.564967,-82.424886,8
141,Anopheles quadrimaculatus,9,Fielding,27.529167,-82.588117,8
142,Anopheles quadrimaculatus,3,Palmetto shop,27.533281,-82.565712,8
143,Anopheles quadrimaculatus,8,Orbans,27.50312,-82.65739,8
144,Anopheles quadrimaculatus,1,Manatee HS,27.48887,-82.59214,8
145,Anopheles quadrimaculatus,1,Fulwood,27.475085,-82.551283,8
146,Anopheles quadrimaculatus,6,Palm-Aire,27.406663,-82.504054,8
147,Anopheles quadrimaculatus,12,Magnolia Manor,27.481256,-82.48042,8
148,Anopheles quadrimaculatus,6,Rye Rd,27.484586,-82.40161,8
149,Anopheles quadrimaculatus,104,Braden Pines,27.43889,-82.43865,8
150,Anopheles quadrimaculatus,11,Upper Manatee,27.51261,-82.4319,8
151,Anopheles quadrimaculatus,1,Waterline Rd,27.4894,-82.361667,8
152,Anopheles quadrimaculatus,20,Wauchula Rd.,27.426958,-82.133258,8
153,Anopheles quadrimaculatus,56,Thousand Oaks,27.564989,-82.480332,8
154,Anopheles quadrimaculatus,53,Parrish,27.57484,-82.419638,8
155,Anopheles quadrimaculatus,7,Parrish/Britt Rd.,27.564967,-82.424886,8
156,Anopheles quadrimaculatus,15,Palmetto Ball Park,27.531,-82.58235,8
157,Anopheles quadrimaculatus,1,Lloyd Park,27.489937,-82.533814,8
158,Anopheles quadrimaculatus,30,Buffalo Creek Ball Park,27.578355,-82.483695,8
159,Anopheles quadrimaculatus,21,Chapman Rd.,27.616367,-82.5353,8
160,Anopheles quadrimaculatus,4,Church,27.600978,-82.529357,8
161,Anopheles quadrimaculatus,41,French,27.603067,-82.535717,8
162,Anopheles quadrimaculatus,26,Frog Creek,27.590917,-82.548,8
163,Anopheles quadrimaculatus,207,Grassfarm Rd.,27.627967,-82.496833,8
164,Anopheles quadrimaculatus,13,Waterline Rd,27.4894,-82.361667,8
165,Anopheles quadrimaculatus,21,Chapman Rd.,27.616367,-82.5353,8
166,Anopheles quadrimaculatus,26,Church,27.600978,-82.529357,8
167,Anopheles quadrimaculatus,38,French,27.603067,-82.535717,8
168,Anopheles quadrimaculatus,4,Waterline Rd,27.4894,-82.361667,8
169,Anopheles quadrimaculatus,6,Parrish/Britt Rd.,27.564967,-82.424886,8
170,Anopheles quadrimaculatus,5,Church,27.600978,-82.529357,8
171,Anopheles quadrimaculatus,11,French,27.603067,-82.535717,8
172,Anopheles quadrimaculatus,20,Frog Creek,27.590917,-82.548,8
173,Anopheles quadrimaculatus,204,Grassfarm Rd.,27.627967,-82.496833,8
174,Anopheles quadrimaculatus,20,Parrish,27.57505,-82.419667,8
175,Anopheles quadrimaculatus,24,Parrish/Britt Rd.,27.564967,-82.424886,8
176,Anopheles quadrimaculatus,46,Grassfarm Rd.,27.627967,-82.496833,8
177,Anopheles quadrimaculatus,2,Fielding,27.529167,-82.588117,8
178,Anopheles quadrimaculatus,3,Palmetto shop,27.533281,-82.565712,8
179,Anopheles quadrimaculatus,1,Orbans,27.50312,-82.65739,8
180,Anopheles quadrimaculatus,1,Palm-Aire,27.406663,-82.504054,8
181,Anopheles quadrimaculatus,13,Mote Ranch,27.4197,-82.47982,8
182,Anopheles quadrimaculatus,5,Lakewood Ranch,27.419517,-82.4262,8
183,Anopheles quadrimaculatus,13,Rye Rd,27.484586,-82.40161,8
184,Anopheles quadrimaculatus,15,Mossy Hammock,27.286571,-82.23038,8
185,Anopheles quadrimaculatus,16,Thousand Oaks,27.564989,-82.480332,8
186,Anopheles quadrimaculatus,8,Parrish,27.57505,-82.419667,8
187,Anopheles quadrimaculatus,25,Parrish,27.57484,-82.419638,8
188,Anopheles quadrimaculatus,104,Keentown,27.570935,-82.137841,8
189,Anopheles quadrimaculatus,66,Lakewood Ranch HS,27.44242,-82.43578,8
190,Anopheles quadrimaculatus,97,French,27.603067,-82.535717,8
191,Anopheles quadrimaculatus,308,Grassfarm Rd.,27.627967,-82.496833,8
192,Anopheles quadrimaculatus,51,Chapman Rd.,27.616367,-82.5353,8
193,Anopheles quadrimaculatus,48,French,27.603067,-82.535717,8
194,Anopheles quadrimaculatus,50,Grassfarm Rd.,27.627967,-82.496833,8
195,Anopheles quadrimaculatus,2,Fulwood,27.475085,-82.551283,8
196,Anopheles quadrimaculatus,25,Buffalo Creek Ball Park,27.578355,-82.483695,8
197,Anopheles quadrimaculatus,22,Parrish,27.57484,-82.419638,8
198,Anopheles quadrimaculatus,14,French,27.603067,-82.535717,8
199,Anopheles quadrimaculatus,1,Palmetto shop,27.533281,-82.565712,8
200,Anopheles quadrimaculatus,1,Palm-Aire,27.406663,-82.504054,8
201,Anopheles quadrimaculatus,10,Mote Ranch,27.4197,-82.47982,8
202,Anopheles quadrimaculatus,9,Braden Pines,27.43889,-82.43865,8
203,Anopheles quadrimaculatus,4,Upper Manatee,27.51261,-82.4319,8
204,Anopheles quadrimaculatus,3,Thousand Oaks,27.564989,-82.480332,8
205,Anopheles quadrimaculatus,11,Buffalo Creek Ball Park,27.578355,-82.483695,8
206,Anopheles quadrimaculatus,61,Grassfarm Rd.,27.627967,-82.496833,8
207,Anopheles quadrimaculatus,4,Parrish/Britt Rd.,27.564967,-82.424886,8
208,Anopheles quadrimaculatus,29,French,27.603067,-82.535717,9
209,Anopheles quadrimaculatus,8,Frog Creek,27.590917,-82.548,9
210,Anopheles quadrimaculatus,38,Grassfarm Rd.,27.627967,-82.496833,9
211,Anopheles quadrimaculatus,2,Fielding,27.529167,-82.588117,9
212,Anopheles quadrimaculatus,1,Palmetto shop,27.533281,-82.565712,9
213,Anopheles quadrimaculatus,3,Bolleteries Soccer field,27.447151,-82.62052,9
214,Anopheles quadrimaculatus,1,Manatee HS,27.48887,-82.59214,9
215,Anopheles quadrimaculatus,2,Palm-Aire,27.406663,-82.504054,9
216,Anopheles quadrimaculatus,2,Tallevast,27.4266,-82.52471,9
217,Anopheles quadrimaculatus,2,Lakewood Ranch,27.419517,-82.4262,9
218,Anopheles quadrimaculatus,5,Parrish,27.57505,-82.419667,9
219,Anopheles quadrimaculatus,169,Bradley Rd.,27.60315,-82.098133,9
220,Anopheles quadrimaculatus,52,Carlton Rd.,27.613375,-82.123478,9
221,Anopheles quadrimaculatus,7,Keentown,27.570935,-82.137841,9
222,Anopheles quadrimaculatus,3,Palmetto Ball Park,27.531,-82.58235,9
223,Anopheles quadrimaculatus,1,Colonial Baptist Church,27.475697,-82.613417,9
224,Anopheles quadrimaculatus,3,Lloyd Park,27.489937,-82.533814,9
225,Anopheles quadrimaculatus,14,French,27.603067,-82.535717,9
226,Anopheles quadrimaculatus,8,Parrish,27.57505,-82.419667,9
227,Anopheles quadrimaculatus,3,Parrish/Britt Rd.,27.564967,-82.424886,9
228,Anopheles quadrimaculatus,2,Singletary Rd,27.34712,-82.243525,9
229,Anopheles quadrimaculatus,34,Chapman Rd.,27.616367,-82.5353,9
230,Anopheles quadrimaculatus,4,Church,27.600978,-82.529357,9
231,Anopheles quadrimaculatus,17,French,27.603067,-82.535717,9
232,Anopheles quadrimaculatus,8,Parrish,27.57505,-82.419667,9
233,Anopheles quadrimaculatus,3,Parrish/Britt Rd.,27.564967,-82.424886,9
234,Anopheles quadrimaculatus,6,Highland Shores,27.516317,-82.537735,9
235,Anopheles quadrimaculatus,1,Orbans,27.50312,-82.65739,9
236,Anopheles quadrimaculatus,2,Palm-Aire,27.406663,-82.504054,9
237,Anopheles quadrimaculatus,11,Mote Ranch,27.4197,-82.47982,9
238,Anopheles quadrimaculatus,1,Rye Rd,27.484586,-82.40161,9
239,Anopheles quadrimaculatus,1,Upper Manatee,27.51261,-82.4319,9
240,Anopheles quadrimaculatus,18,Thousand Oaks,27.564989,-82.480332,9
241,Anopheles quadrimaculatus,9,Parrish,27.57505,-82.419667,9
242,Anopheles quadrimaculatus,13,Bradley Rd.,27.60315,-82.098133,9
243,Anopheles quadrimaculatus,262,Carlton Rd.,27.613375,-82.123478,9
244,Anopheles quadrimaculatus,20,French,27.603067,-82.535717,9
245,Anopheles quadrimaculatus,3,Frog Creek,27.590917,-82.548,9
246,Anopheles quadrimaculatus,129,Grassfarm Rd.,27.627967,-82.496833,9
247,Anopheles quadrimaculatus,9,Port,27.640483,-82.552667,9
248,Anopheles quadrimaculatus,1,Parrish,27.57484,-82.419638,9
249,Anopheles quadrimaculatus,3,Parrish/Britt Rd.,27.564967,-82.424886,9
250,Anopheles quadrimaculatus,15,Singletary Rd,27.34712,-82.243525,9
251,Anopheles quadrimaculatus,7,Church,27.600978,-82.529357,9
252,Anopheles quadrimaculatus,17,French,27.603067,-82.535717,9
253,Anopheles quadrimaculatus,39,Grassfarm Rd.,27.627967,-82.496833,9
254,Anopheles quadrimaculatus,7,Port,27.640483,-82.552667,9
255,Anopheles quadrimaculatus,2,Parrish,27.57505,-82.419667,9
256,Anopheles quadrimaculatus,2,Parrish,27.57484,-82.419638,9
257,Anopheles quadrimaculatus,7,Parrish/Britt Rd.,27.564967,-82.424886,9
258,Anopheles quadrimaculatus,83,Chapman Rd.,27.616367,-82.5353,9
259,Anopheles quadrimaculatus,22,French,27.603067,-82.535717,9
260,Anopheles quadrimaculatus,8,Frog Creek,27.590917,-82.548,9
261,Anopheles quadrimaculatus,13,Grassfarm Rd.,27.627967,-82.496833,9
262,Anopheles quadrimaculatus,7,Port,27.640483,-82.552667,9
263,Anopheles quadrimaculatus,27,Buffalo Creek Ball Park,27.578355,-82.483695,9
264,Anopheles quadrimaculatus,3,Parrish,27.57505,-82.419667,9
265,Anopheles quadrimaculatus,2,Parrish/Britt Rd.,27.564967,-82.424886,9
266,Anopheles quadrimaculatus,31,Chapman Rd.,27.616367,-82.5353,9
267,Anopheles quadrimaculatus,3,Church,27.600978,-82.529357,9
268,Anopheles quadrimaculatus,8,French,27.603067,-82.535717,9
269,Anopheles quadrimaculatus,13,Frog Creek,27.590917,-82.548,9
270,Anopheles quadrimaculatus,2,Fielding,27.529167,-82.588117,9
271,Anopheles quadrimaculatus,11,Carrs,27.554018,-82.545481,9
272,Anopheles quadrimaculatus,4,Palmetto shop,27.533281,-82.565712,9
273,Anopheles quadrimaculatus,1,Palm-Aire,27.406663,-82.504054,9
274,Anopheles quadrimaculatus,10,Braden Pines,27.43889,-82.43865,9
275,Anopheles quadrimaculatus,1,Upper Manatee,27.51261,-82.4319,9
276,Anopheles quadrimaculatus,23,Race Track,27.474551,-82.324001,9
277,Anopheles quadrimaculatus,7,Thousand Oaks,27.564989,-82.480332,9
278,Anopheles quadrimaculatus,27,Parrish,27.57505,-82.419667,9
279,Anopheles quadrimaculatus,4,Parrish,27.57484,-82.419638,9
280,Anopheles quadrimaculatus,6,Parrish/Britt Rd.,27.564967,-82.424886,9
281,Anopheles quadrimaculatus,2,Braden River Park,27.44893,-82.498664,9
282,Anopheles quadrimaculatus,11,Lakewood Ranch HS,27.44242,-82.43578,9
283,Anopheles quadrimaculatus,12,Parrish,27.57484,-82.419638,9
284,Anopheles quadrimaculatus,4,South 675,27.40779,-82.304,9
285,Anopheles quadrimaculatus,10,Church,27.600978,-82.529357,9
286,Anopheles quadrimaculatus,14,French,27.603067,-82.535717,9
287,Anopheles quadrimaculatus,26,Frog Creek,27.590917,-82.548,9
288,Anopheles quadrimaculatus,87,Grassfarm Rd.,27.627967,-82.496833,9
289,Anopheles quadrimaculatus,51,Port,27.640483,-82.552667,9
290,Anopheles quadrimaculatus,19,Parrish,27.57505,-82.419667,9
291,Anopheles quadrimaculatus,1,Parrish/Britt Rd.,27.564967,-82.424886,9
292,Anopheles quadrimaculatus,3,Church,27.600978,-82.529357,9
293,Anopheles quadrimaculatus,7,Frog Creek,27.590917,-82.548,9
294,Anopheles quadrimaculatus,41,Grassfarm Rd.,27.627967,-82.496833,9
295,Anopheles quadrimaculatus,5,Fielding,27.529167,-82.588117,9
296,Anopheles quadrimaculatus,2,Manatee HS,27.48887,-82.59214,9
297,Anopheles quadrimaculatus,1,Samoset,27.46947,-82.52402,9
298,Anopheles quadrimaculatus,1,Palm-Aire,27.406663,-82.504054,9
299,Anopheles quadrimaculatus,3,Mote Ranch,27.4197,-82.47982,9
300,Anopheles quadrimaculatus,5,Tallevast,27.4266,-82.52471,9
301,Anopheles quadrimaculatus,13,Lakewood Ranch,27.419517,-82.4262,9
302,Anopheles quadrimaculatus,10,Prichard Rd.,27.639167,-82.417083,9
303,Anopheles quadrimaculatus,8,Erie Rd.,27.574079,-82.5041,9
304,Anopheles quadrimaculatus,2,Thousand Oaks,27.564989,-82.480332,9
305,Anopheles quadrimaculatus,1,Parrish/Britt Rd.,27.564967,-82.424886,9
306,Anopheles quadrimaculatus,2,Bunker Hill Church,27.591467,-82.19985,9
307,Anopheles quadrimaculatus,1,Lloyd Park,27.489937,-82.533814,9
308,Anopheles quadrimaculatus,9,Buffalo Creek Ball Park,27.578355,-82.483695,9
309,Anopheles quadrimaculatus,1,Parrish,27.57484,-82.419638,9
310,Anopheles quadrimaculatus,2,Braden Pines,27.43889,-82.43865,9
311,Anopheles quadrimaculatus,4,Church,27.600978,-82.529357,9
312,Anopheles quadrimaculatus,12,French,27.603067,-82.535717,9
313,Anopheles quadrimaculatus,3,Parrish,27.57484,-82.419638,9
314,Anopheles quadrimaculatus,3,Parrish/Britt Rd.,27.564967,-82.424886,9
315,Anopheles quadrimaculatus,10,Frog Creek,27.590917,-82.548,9
316,Anopheles quadrimaculatus,127,Grassfarm Rd.,27.627967,-82.496833,9
317,Anopheles quadrimaculatus,11,Prichard Rd.,27.639167,-82.417083,9
318,Anopheles quadrimaculatus,5,Thousand Oaks,27.564989,-82.480332,9
319,Anopheles quadrimaculatus,13,French,27.603067,-82.535717,10
320,Anopheles quadrimaculatus,7,Frog Creek,27.590917,-82.548,10
321,Anopheles quadrimaculatus,36,Port,27.640483,-82.552667,10
322,Anopheles quadrimaculatus,1,Fielding,27.529167,-82.588117,10
323,Anopheles quadrimaculatus,4,Highland Shores,27.516317,-82.537735,10
324,Anopheles quadrimaculatus,2,Palmetto shop,27.533281,-82.565712,10
325,Anopheles quadrimaculatus,6,Magnolia Manor,27.481256,-82.48042,10
326,Anopheles quadrimaculatus,2,Lakewood Ranch,27.419517,-82.4262,10
327,Anopheles quadrimaculatus,12,Parrish,27.57484,-82.419638,10
328,Anopheles quadrimaculatus,5,Waterline Rd,27.4894,-82.361667,10
329,Anopheles quadrimaculatus,27,Buffalo Creek Ball Park,27.578355,-82.483695,10
330,Anopheles quadrimaculatus,6,Parrish,27.57484,-82.419638,10
331,Anopheles quadrimaculatus,23,French,27.603067,-82.535717,10
332,Anopheles quadrimaculatus,6,Highland Shores,27.516317,-82.537735,10
333,Anopheles quadrimaculatus,2,Palmetto shop,27.533281,-82.565712,10
334,Anopheles quadrimaculatus,2,Orbans,27.50312,-82.65739,10
335,Anopheles quadrimaculatus,1,St Stephens,27.499288,-82.600544,10
336,Anopheles quadrimaculatus,4,Tallevast,27.4266,-82.52471,10
337,Anopheles quadrimaculatus,9,Magnolia Manor,27.481256,-82.48042,10
338,Anopheles quadrimaculatus,12,Soccer Field,27.426485,-82.376623,10
339,Anopheles quadrimaculatus,12,Rye Rd,27.484586,-82.40161,10
340,Anopheles quadrimaculatus,3,Upper Manatee,27.51261,-82.4319,10
341,Anopheles quadrimaculatus,25,South 675,27.40779,-82.304,10
342,Anopheles quadrimaculatus,20,Thousand Oaks,27.564989,-82.480332,10
343,Anopheles quadrimaculatus,9,Parrish/Britt Rd.,27.564967,-82.424886,10
344,Anopheles quadrimaculatus,2,Bunker Hill Church,27.591467,-82.19985,10
345,Anopheles quadrimaculatus,6,Braden River Park,27.44893,-82.498664,10
346,Anopheles quadrimaculatus,19,Buffalo Creek Ball Park,27.578355,-82.483695,10
347,Anopheles quadrimaculatus,43,Chapman Rd.,27.616367,-82.5353,10
348,Anopheles quadrimaculatus,24,French,27.603067,-82.535717,10
349,Anopheles quadrimaculatus,3,Frog Creek,27.590917,-82.548,10
350,Anopheles quadrimaculatus,19,Buffalo Creek Ball Park,27.578355,-82.483695,10
351,Anopheles quadrimaculatus,7,Parrish,27.57505,-82.419667,10
352,Anopheles quadrimaculatus,2,Parrish/Britt Rd.,27.564967,-82.424886,10
353,Anopheles quadrimaculatus,16,Thousand Oaks,27.564989,-82.480332,10
354,Anopheles quadrimaculatus,7,Race Track,27.474551,-82.324001,10
355,Anopheles quadrimaculatus,4,Church,27.600978,-82.529357,10
356,Anopheles quadrimaculatus,53,French,27.603067,-82.535717,10
357,Anopheles quadrimaculatus,3,Frog Creek,27.590917,-82.548,10
358,Anopheles quadrimaculatus,3,Church,27.600978,-82.529357,10
359,Anopheles quadrimaculatus,13,French,27.603067,-82.535717,10
360,Anopheles quadrimaculatus,4,Frog Creek,27.590917,-82.548,10
361,Anopheles quadrimaculatus,60,Port,27.640483,-82.552667,10
362,Anopheles quadrimaculatus,5,Parrish,27.57505,-82.419667,10
363,Anopheles quadrimaculatus,6,Parrish/Britt Rd.,27.564967,-82.424886,10
